Age,age group,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,attrition yes,Daily Rate,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
33,30 - 39,No,Travel_Rarely,Sales,8,Master,Life Sciences,1560,Male,Sales Executive,Married,No,Y,6,0,1242,1,1,46,3,2,Low,6392,10589,2,13,3,4,80,1,8,1,2,2,2,2
31,30 - 39,No,Travel_Rarely,Sales,2,College,Life Sciences,1996,Male,Sales Representative,Married,No,Y,1,0,1154,1,1,54,3,1,High,3067,6393,0,19,3,3,80,1,3,3,2,2,1,2
31,30 - 39,No,Travel_Rarely,Sales,5,Bachelor,Technical Degree,1749,Male,Sales Executive,Married,No,Y,3,0,1003,1,1,51,3,2,High,8346,20943,1,19,3,3,80,1,6,3,5,2,0,2
32,30 - 39,No,Travel_Rarely,Sales,1,Master,Medical,2013,Male,Sales Representative,Married,No,Y,2,0,234,1,2,68,2,1,Medium,2269,18024,0,14,3,2,80,1,3,3,2,2,2,2
35,30 - 39,No,Travel_Rarely,Sales,18,Master,Medical,1945,Male,Sales Executive,Married,No,Y,2,0,682,1,2,71,3,2,Low,5561,15975,0,16,3,4,80,1,6,1,5,3,0,4
30,30 - 39,No,Travel_Rarely,Sales,29,Master,Technical Degree,1568,Male,Sales Executive,Married,No,Y,3,0,1288,1,3,33,3,3,Medium,9250,17799,3,12,3,2,80,1,9,3,4,2,1,3
38,30 - 39,No,Travel_Rarely,Sales,14,Bachelor,Life Sciences,1582,Male,Sales Executive,Married,No,Y,3,0,1245,1,3,80,3,2,Medium,9924,12355,0,11,3,4,80,1,10,3,9,8,7,7
32,30 - 39,No,Travel_Rarely,Sales,19,Bachelor,Life Sciences,1739,Male,Sales Executive,Married,No,Y,2,0,371,1,4,80,1,3,High,9610,3840,3,13,3,3,80,1,10,1,4,3,0,2
35,30 - 39,No,Travel_Rarely,Sales,7,Below College,Life Sciences,1492,Male,Sales Representative,Married,No,Y,3,0,660,1,4,76,3,1,High,2404,16192,1,13,3,1,80,1,1,3,1,0,0,0
32,30 - 39,No,Travel_Rarely,Sales,7,Doctor,Marketing,1446,Male,Sales Executive,Married,No,Y,3,0,601,1,4,97,3,2,Very High,9204,23343,4,12,3,3,80,1,7,2,4,3,0,3
39,30 - 39,No,Travel_Rarely,Sales,6,Bachelor,Medical,1588,Male,Sales Executive,Married,No,Y,3,0,1462,1,4,38,4,3,High,8237,4658,2,11,3,1,80,1,11,3,7,6,7,6
37,30 - 39,No,Travel_Rarely,Sales,9,College,Marketing,1787,Male,Sales Executive,Married,No,Y,2,0,589,1,2,46,2,2,Medium,4189,8800,1,14,3,1,80,2,5,3,5,2,0,3
36,30 - 39,No,Travel_Rarely,Sales,17,College,Marketing,1908,Male,Sales Executive,Married,No,Y,1,0,335,1,3,33,2,2,Medium,5507,16822,2,16,3,3,80,2,12,1,4,2,1,3
38,30 - 39,No,Travel_Rarely,Sales,1,Master,Life Sciences,1995,Male,Sales Executive,Married,No,Y,3,0,1321,1,4,86,3,2,Medium,4440,7636,0,15,3,1,80,2,16,3,15,13,5,8
30,30 - 39,No,Travel_Rarely,Sales,16,Below College,Life Sciences,1479,Male,Sales Executive,Married,No,Y,2,0,1358,1,4,96,3,2,High,5301,2939,8,15,3,3,80,2,4,2,2,1,2,2
38,30 - 39,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1961,Male,Sales Representative,Single,No,Y,3,0,1404,1,1,59,2,1,Low,2858,11473,4,14,3,1,80,0,20,2,1,0,0,0
39,30 - 39,No,Travel_Rarely,Sales,15,Master,Marketing,1975,Male,Sales Executive,Single,No,Y,3,0,119,1,2,77,3,4,Low,13341,25098,0,12,3,1,80,0,21,3,20,8,11,10
40,40 - 49,No,Travel_Rarely,Sales,7,Master,Medical,1740,Male,Manager,Single,No,Y,3,0,611,1,2,88,3,5,Medium,19833,4349,1,14,3,2,80,0,21,2,21,8,12,8
33,30 - 39,No,Travel_Rarely,Sales,10,Master,Marketing,1924,Male,Sales Executive,Single,No,Y,2,0,217,1,2,43,3,2,High,5487,10410,1,14,3,2,80,0,10,2,10,4,0,9
29,18-29,No,Travel_Rarely,Sales,10,Bachelor,Medical,1650,Male,Sales Executive,Single,No,Y,2,0,469,1,3,42,2,2,High,5869,23413,9,11,3,3,80,0,8,3,5,2,1,4
26,18-29,No,Travel_Rarely,Sales,10,Bachelor,Medical,1836,Male,Sales Executive,Single,No,Y,4,0,572,1,3,46,3,2,Very High,4684,9125,1,13,3,1,80,0,5,3,5,3,1,2
34,30 - 39,No,Travel_Rarely,Sales,3,Bachelor,Other,1478,Male,Sales Executive,Single,No,Y,2,0,1326,1,4,81,1,2,Low,4759,15891,3,18,3,4,80,0,15,3,13,9,3,12
20,18-29,No,Travel_Rarely,Sales,9,Below College,Life Sciences,1680,Male,Sales Representative,Single,No,Y,3,0,727,1,4,54,3,1,Low,2728,21082,1,11,3,1,80,0,2,3,2,2,0,2
28,18-29,No,Travel_Rarely,Sales,5,Bachelor,Medical,1469,Male,Sales Executive,Single,No,Y,4,0,866,1,4,84,3,2,Low,8463,23490,0,18,3,4,80,0,6,3,5,4,1,3
41,40 - 49,No,Travel_Rarely,Sales,6,Bachelor,Marketing,1708,Male,Sales Executive,Single,No,Y,3,0,918,1,4,35,3,3,High,9241,15869,1,12,3,2,80,0,10,3,10,8,8,7
27,18-29,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1965,Male,Sales Executive,Single,No,Y,5,0,954,1,4,44,3,2,Very High,4105,5099,1,14,3,1,80,0,7,3,7,7,0,7
46,40 - 49,No,Travel_Rarely,Sales,1,Master,Life Sciences,1602,Male,Manager,Single,No,Y,5,0,563,1,4,56,4,4,Low,17567,3156,1,15,3,2,80,0,27,1,26,0,0,12
22,18-29,No,Non-Travel,Research & Development,26,College,Other,1605,Female,Research Scientist,Married,Yes,Y,2,0,457,1,2,85,2,1,High,2814,10293,1,14,3,2,80,0,4,2,4,2,1,3
38,30 - 39,No,Travel_Frequently,Research & Development,8,Bachelor,Medical,1937,Female,Research Scientist,Divorced,Yes,Y,3,0,1394,1,4,58,2,2,Medium,2133,18115,1,16,3,3,80,1,20,3,20,11,0,7
24,18-29,No,Travel_Frequently,Research & Development,2,Below College,Technical Degree,1646,Female,Research Scientist,Single,Yes,Y,2,0,567,1,1,32,3,1,Very High,3760,17218,1,13,3,3,80,0,6,3,6,3,1,3
27,18-29,No,Travel_Frequently,Research & Development,5,College,Life Sciences,1850,Female,Laboratory Technician,Single,Yes,Y,3,0,1297,1,4,53,3,1,Very High,2379,19826,0,14,3,3,80,0,6,2,5,4,0,2
44,40 - 49,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1683,Female,Human Resources,Divorced,Yes,Y,2,0,528,1,3,44,3,1,Very High,3195,4167,4,18,3,1,80,3,8,3,2,2,2,2
35,30 - 39,No,Travel_Rarely,Human Resources,26,Master,Life Sciences,2040,Female,Human Resources,Single,Yes,Y,2,0,1146,1,3,31,3,3,Very High,8837,16642,1,16,3,3,80,0,9,3,9,0,1,7
44,40 - 49,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1608,Female,Research Director,Divorced,Yes,Y,4,0,1313,1,2,31,3,5,Very High,19049,3549,0,14,3,4,80,1,23,2,22,7,1,10
47,40 - 49,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1827,Female,Manufacturing Director,Divorced,Yes,Y,4,0,1001,1,3,92,2,3,Medium,10333,19271,8,12,3,3,80,1,28,3,22,11,14,10
49,40 - 49,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1674,Female,Laboratory Technician,Divorced,Yes,Y,2,0,464,1,4,74,3,1,Low,2587,24941,4,16,3,2,80,1,17,2,2,2,2,2
31,30 - 39,No,Travel_Rarely,Research & Development,2,Below College,Medical,1974,Female,Laboratory Technician,Divorced,Yes,Y,4,0,1276,1,4,59,1,1,Very High,1129,17536,1,11,3,3,80,3,1,3,1,0,0,0
35,30 - 39,No,Travel_Rarely,Research & Development,16,College,Other,1886,Female,Manufacturing Director,Married,Yes,Y,2,0,219,1,4,44,2,2,Medium,4788,25388,0,11,3,4,80,0,4,3,3,2,0,2
26,18-29,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1893,Female,Research Scientist,Married,Yes,Y,3,0,482,1,2,90,2,1,High,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0
40,40 - 49,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1724,Female,Manufacturing Director,Married,Yes,Y,3,0,369,1,2,92,3,2,Low,6516,5041,2,16,3,2,80,1,18,3,1,0,0,0
33,30 - 39,No,Travel_Rarely,Research & Development,15,College,Medical,2009,Female,Healthcare Representative,Married,Yes,Y,6,0,501,1,2,95,3,2,Very High,4878,21653,0,13,3,1,80,1,10,3,9,7,8,1
49,40 - 49,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,1661,Female,Healthcare Representative,Married,Yes,Y,3,0,465,1,3,41,2,4,High,13966,11652,2,19,3,2,80,1,30,3,15,11,2,12
44,40 - 49,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1703,Female,Healthcare Representative,Married,Yes,Y,2,0,921,1,3,96,4,3,Very High,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7
38,30 - 39,No,Travel_Rarely,Research & Development,2,College,Medical,1638,Female,Manufacturing Director,Married,Yes,Y,6,0,397,1,4,54,2,3,High,7756,14199,3,19,3,4,80,1,10,4,5,4,0,2
36,30 - 39,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,1614,Female,Manufacturing Director,Married,Yes,Y,2,0,559,1,3,76,3,2,High,4663,12421,9,12,3,2,80,2,7,3,3,2,1,1
35,30 - 39,No,Travel_Rarely,Research & Development,10,Master,Medical,1587,Female,Healthcare Representative,Single,Yes,Y,4,0,670,1,1,51,3,2,High,6142,4223,3,16,3,3,80,0,10,3,5,2,0,4
45,40 - 49,No,Travel_Rarely,Research & Development,5,Doctor,Medical,1611,Female,Laboratory Technician,Single,Yes,Y,3,0,1015,1,3,50,1,2,Low,5769,23447,1,14,3,1,80,0,10,3,10,7,1,4
54,50 - 59,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1980,Female,Manufacturing Director,Single,Yes,Y,3,0,157,1,3,77,3,2,Low,4440,25198,6,19,3,4,80,0,9,3,5,2,1,4
40,40 - 49,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1641,Female,Manufacturing Director,Single,Yes,Y,2,0,448,1,3,84,3,3,Very High,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3
41,40 - 49,No,Travel_Rarely,Sales,4,Below College,Marketing,1815,Female,Sales Executive,Divorced,Yes,Y,3,0,796,1,3,81,3,3,High,10447,26458,0,13,3,4,80,1,23,4,22,14,13,5
31,30 - 39,No,Travel_Rarely,Sales,10,College,Medical,1912,Female,Sales Executive,Divorced,Yes,Y,2,0,1079,1,3,86,3,2,Very High,6583,20115,2,11,3,4,80,1,8,3,5,2,1,4
35,30 - 39,No,Travel_Rarely,Sales,7,Master,Life Sciences,1962,Female,Sales Executive,Married,Yes,Y,2,0,1224,1,3,55,3,2,Very High,5204,13586,1,11,3,4,80,0,10,3,10,8,0,9
34,30 - 39,No,Travel_Rarely,Sales,3,Below College,Medical,1915,Female,Sales Executive,Married,Yes,Y,3,0,735,1,4,75,2,2,Very High,8103,16495,3,12,3,3,80,0,9,2,4,2,0,1
36,30 - 39,No,Travel_Rarely,Sales,10,Master,Technical Degree,1880,Female,Sales Executive,Married,Yes,Y,4,0,1266,1,2,63,2,2,High,5673,6060,1,13,3,1,80,1,10,3,10,9,1,7
47,40 - 49,No,Travel_Rarely,Sales,14,Bachelor,Medical,1503,Female,Sales Executive,Married,Yes,Y,4,0,571,1,3,78,3,2,High,4591,24200,3,17,3,3,80,1,11,2,5,4,1,2
58,50 - 59,No,Travel_Rarely,Sales,21,Bachelor,Life Sciences,1938,Female,Manager,Married,Yes,Y,2,0,605,1,4,72,3,4,Very High,17875,11761,4,13,3,3,80,1,29,2,1,0,0,0
24,18-29,No,Travel_Rarely,Sales,4,Below College,Medical,1445,Female,Sales Executive,Married,Yes,Y,3,0,1476,1,4,42,3,2,High,4162,15211,1,12,3,3,80,2,5,3,5,4,0,3
36,30 - 39,No,Travel_Rarely,Sales,3,Master,Marketing,1425,Female,Sales Executive,Single,Yes,Y,3,0,1174,1,1,99,3,2,Medium,9278,20763,3,16,3,4,80,0,15,3,5,4,0,1
40,40 - 49,No,Non-Travel,Research & Development,8,College,Life Sciences,1552,Male,Healthcare Representative,Divorced,Yes,Y,2,0,1142,1,4,72,3,2,Very High,4069,8841,3,18,3,3,80,0,8,3,2,2,2,2
31,30 - 39,No,Non-Travel,Research & Development,3,College,Medical,1948,Male,Research Scientist,Divorced,Yes,Y,3,0,976,1,3,48,3,1,Low,3065,3995,1,13,3,4,80,1,4,4,4,2,2,3
39,30 - 39,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1737,Male,Laboratory Technician,Married,Yes,Y,2,0,792,1,4,77,3,2,Very High,6472,8989,1,15,3,4,80,1,9,3,9,8,5,8
34,30 - 39,No,Non-Travel,Sales,10,Bachelor,Life Sciences,1774,Male,Sales Executive,Divorced,Yes,Y,3,0,1375,1,4,87,3,2,High,4001,12313,1,14,3,3,80,1,15,3,15,14,0,7
44,40 - 49,No,Travel_Frequently,Human Resources,1,Doctor,Human Resources,1642,Male,Human Resources,Married,Yes,Y,3,0,602,1,1,37,3,2,Very High,5743,10503,4,11,3,3,80,0,14,3,10,7,0,2
38,30 - 39,No,Travel_Frequently,Human Resources,1,Master,Other,1972,Male,Human Resources,Married,Yes,Y,2,0,1444,1,4,88,3,1,Medium,2991,5224,0,11,3,2,80,1,7,3,6,2,1,2
58,50 - 59,No,Travel_Frequently,Research & Development,15,Master,Life Sciences,1837,Male,Research Director,Married,Yes,Y,3,0,1216,1,1,87,3,4,High,15787,21624,2,14,3,2,80,0,23,3,2,2,2,2
34,30 - 39,No,Travel_Frequently,Research & Development,22,Master,Other,1932,Male,Research Scientist,Married,Yes,Y,3,0,735,1,3,86,2,2,Very High,5747,26496,1,15,3,2,80,0,16,3,15,10,6,11
36,30 - 39,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,1594,Male,Laboratory Technician,Married,Yes,Y,3,0,1302,1,1,80,4,2,Low,5562,19711,3,13,3,4,80,1,9,3,3,2,0,2
50,50 - 59,No,Travel_Frequently,Research & Development,20,Doctor,Medical,1606,Male,Healthcare Representative,Married,Yes,Y,3,0,1234,1,2,41,3,4,High,11245,20689,2,15,3,3,80,1,32,3,30,8,12,13
42,40 - 49,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1547,Male,Healthcare Representative,Married,Yes,Y,3,0,288,1,4,40,3,3,Very High,10124,18611,2,14,3,3,80,1,24,1,20,8,13,9
35,30 - 39,No,Travel_Frequently,Research & Development,18,Master,Life Sciences,2049,Male,Healthcare Representative,Married,Yes,Y,2,0,1199,1,3,80,3,2,High,5689,24594,1,14,3,4,80,2,10,4,10,2,0,2
35,30 - 39,No,Travel_Frequently,Research & Development,2,Master,Medical,1704,Male,Research Scientist,Single,Yes,Y,2,0,146,1,1,79,2,1,Very High,4930,13970,0,14,3,3,80,0,6,4,5,4,1,4
44,40 - 49,No,Travel_Frequently,Research & Development,2,Below College,Medical,1496,Male,Manufacturing Director,Single,Yes,Y,2,0,1193,1,2,86,3,3,High,10209,19719,5,18,3,2,80,0,16,2,2,2,2,2
50,50 - 59,No,Travel_Frequently,Research & Development,22,Doctor,Medical,1539,Male,Research Director,Single,Yes,Y,2,0,333,1,3,88,1,4,Very High,14411,24450,1,13,3,4,80,0,32,3,32,6,13,9
29,18-29,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1753,Male,Healthcare Representative,Single,Yes,Y,5,0,461,1,4,70,4,2,High,6294,23060,8,12,3,4,80,0,10,4,3,2,0,2
28,18-29,No,Travel_Frequently,Sales,1,College,Life Sciences,1927,Male,Sales Executive,Married,Yes,Y,2,0,783,1,3,42,2,2,Very High,6834,19255,1,12,3,3,80,1,7,3,7,7,0,7
55,50 - 59,No,Travel_Rarely,Human Resources,26,Master,Human Resources,1973,Male,Manager,Married,Yes,Y,0,0,189,1,3,71,4,5,Medium,19636,25811,4,18,3,1,80,1,35,3,10,9,1,4
45,40 - 49,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,1460,Male,Healthcare Representative,Divorced,Yes,Y,2,0,1038,1,2,95,1,3,Low,10851,19863,2,18,3,2,80,1,24,3,7,7,0,7
46,40 - 49,No,Travel_Rarely,Research & Development,2,Master,Medical,1789,Male,Research Director,Divorced,Yes,Y,3,0,734,1,3,46,3,5,Very High,19328,14218,7,17,3,3,80,1,24,3,2,1,2,2
42,40 - 49,No,Travel_Rarely,Research & Development,18,Master,Life Sciences,1998,Male,Research Scientist,Divorced,Yes,Y,3,0,557,1,4,35,3,2,Low,5410,11189,6,17,3,3,80,1,9,2,4,3,1,2
25,18-29,No,Travel_Rarely,Research & Development,2,Below College,Other,1992,Male,Laboratory Technician,Divorced,Yes,Y,2,0,977,1,4,57,3,1,High,3977,7298,6,19,3,3,80,1,7,2,2,2,0,2
41,40 - 49,No,Travel_Rarely,Research & Development,5,Doctor,Medical,1448,Male,Research Scientist,Married,Yes,Y,5,0,1283,1,2,90,4,1,High,2127,5561,2,12,3,1,80,0,7,2,4,2,0,3
55,50 - 59,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1501,Male,Healthcare Representative,Married,Yes,Y,2,0,1229,1,4,30,3,2,High,4035,16143,0,16,3,2,80,0,4,3,3,2,1,2
38,30 - 39,No,Travel_Rarely,Research & Development,18,Bachelor,Medical,1766,Male,Healthcare Representative,Married,Yes,Y,2,0,833,1,2,60,1,2,Very High,5811,24539,3,16,3,3,80,1,15,3,1,0,1,0
33,30 - 39,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1549,Male,Laboratory Technician,Married,Yes,Y,3,0,589,1,2,79,3,2,High,5207,22949,1,12,3,2,80,1,15,3,15,14,5,7
29,18-29,No,Travel_Rarely,Research & Development,13,College,Other,2053,Male,Laboratory Technician,Married,Yes,Y,2,0,1378,1,4,46,2,2,Medium,4025,23679,4,13,3,1,80,1,10,3,4,3,0,3
36,30 - 39,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1790,Male,Healthcare Representative,Married,Yes,Y,1,0,1383,1,4,90,3,3,Low,8321,25949,7,13,3,4,80,1,15,3,12,8,5,7
35,30 - 39,No,Travel_Rarely,Research & Development,11,Master,Medical,2003,Male,Laboratory Technician,Married,Yes,Y,3,0,1490,1,4,43,3,1,High,2660,20232,7,11,3,3,80,1,5,3,2,2,2,2
45,40 - 49,No,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,1465,Male,Manufacturing Director,Married,Yes,Y,4,0,1448,1,2,55,3,3,Very High,9380,14720,4,18,3,4,80,2,10,4,3,1,1,2
34,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Medical,1755,Male,Research Scientist,Married,Yes,Y,3,0,181,1,4,97,4,1,Very High,2932,5586,0,14,3,1,80,3,6,3,5,0,1,2
29,18-29,No,Travel_Rarely,Research & Development,3,Below College,Medical,1586,Male,Laboratory Technician,Single,Yes,Y,3,0,1370,1,2,87,3,1,Low,4723,16213,1,18,3,4,80,0,10,3,10,9,1,5
44,40 - 49,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,2020,Male,Research Scientist,Single,Yes,Y,2,0,1037,1,2,42,3,1,Very High,2436,13422,6,12,3,3,80,0,6,3,4,3,1,2
33,30 - 39,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,1515,Male,Healthcare Representative,Single,Yes,Y,6,0,516,1,4,69,3,2,High,6388,22049,2,17,3,1,80,0,14,3,0,0,0,0
29,18-29,No,Travel_Rarely,Sales,5,Bachelor,Medical,1669,Male,Sales Executive,Divorced,Yes,Y,3,0,991,1,1,43,2,2,Medium,4187,3356,1,13,3,2,80,1,10,2,10,0,0,9
46,40 - 49,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1732,Male,Sales Executive,Divorced,Yes,Y,5,0,1277,1,3,74,3,3,Very High,10368,5596,4,12,3,2,80,1,13,2,10,6,0,3
42,40 - 49,No,Travel_Rarely,Sales,12,Master,Marketing,1943,Male,Sales Executive,Divorced,Yes,Y,4,0,419,1,2,77,3,2,Very High,5087,2900,3,12,3,3,80,2,14,3,0,0,0,0
34,30 - 39,No,Travel_Rarely,Sales,1,Bachelor,Technical Degree,1535,Male,Sales Executive,Married,Yes,Y,3,0,971,1,4,64,2,3,High,7083,12288,1,14,3,4,80,0,10,3,10,9,8,6
50,50 - 59,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1591,Male,Manager,Married,Yes,Y,2,0,264,1,3,59,3,5,High,19331,19519,4,16,3,3,80,1,27,3,1,0,0,0
43,40 - 49,No,Travel_Rarely,Sales,2,Bachelor,Medical,1706,Male,Sales Executive,Married,Yes,Y,3,0,1179,1,4,73,3,2,Very High,7847,6069,1,17,3,1,80,1,10,3,10,9,8,8
34,30 - 39,No,Travel_Rarely,Sales,4,Bachelor,Life Sciences,1882,Male,Sales Executive,Married,Yes,Y,3,0,1480,1,3,64,3,3,Very High,9713,24444,2,13,3,4,80,3,9,3,5,3,1,0
21,18-29,No,Travel_Rarely,Sales,5,Below College,Medical,2021,Male,Sales Representative,Single,Yes,Y,6,0,501,1,3,58,3,1,Low,2380,25479,1,11,3,4,80,0,2,3,2,2,1,2
41,40 - 49,No,Travel_Rarely,Sales,23,College,Life Sciences,1678,Male,Sales Executive,Single,Yes,Y,2,0,1206,1,4,80,3,3,High,7082,11591,3,16,3,4,80,0,21,3,2,0,0,2
31,30 - 39,No,Non-Travel,Research & Development,10,Bachelor,Medical,1979,Female,Research Director,Married,No,Y,2,0,697,1,3,40,3,3,High,11031,26862,4,20,4,3,80,1,13,4,11,7,4,8
45,40 - 49,No,Non-Travel,Sales,2,Master,Life Sciences,1845,Female,Sales Executive,Married,No,Y,3,0,589,1,3,67,3,2,High,5154,19665,4,22,4,2,80,2,10,4,8,7,5,7
54,50 - 59,No,Travel_Frequently,Research & Development,11,Master,Medical,1520,Female,Manager,Divorced,No,Y,2,0,1050,1,2,87,3,4,Very High,16032,24456,3,20,4,1,80,1,26,3,14,9,1,12
38,30 - 39,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1675,Female,Laboratory Technician,Single,No,Y,3,0,148,1,4,42,2,1,Medium,2440,23826,1,22,4,2,80,0,4,3,4,3,3,3
31,30 - 39,No,Travel_Frequently,Research & Development,24,Below College,Technical Degree,1736,Female,Manufacturing Director,Single,No,Y,3,0,163,1,4,30,3,2,Very High,5238,6670,2,20,4,4,80,0,9,2,5,4,1,4
45,40 - 49,No,Travel_Rarely,Human Resources,4,Bachelor,Life Sciences,1744,Female,Human Resources,Married,No,Y,2,0,176,1,3,56,1,3,High,9756,6595,4,21,4,3,80,2,9,4,5,0,0,3
28,18-29,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,1622,Female,Manufacturing Director,Divorced,No,Y,5,0,580,1,2,39,1,2,Low,4877,20460,0,21,4,2,80,1,6,2,5,3,0,0
26,18-29,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1581,Female,Research Scientist,Married,No,Y,5,0,474,1,1,89,3,1,Very High,2061,11133,1,21,4,1,80,0,1,3,1,0,0,0
41,40 - 49,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,2034,Female,Manufacturing Director,Married,No,Y,3,0,582,1,1,60,2,4,Medium,13570,5640,0,23,4,3,80,1,21,3,20,7,0,10
56,50 - 59,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1441,Female,Research Scientist,Married,No,Y,3,0,1255,1,1,90,3,1,Low,2066,10494,2,22,4,4,80,1,5,4,3,2,1,0
54,50 - 59,No,Travel_Rarely,Research & Development,22,Doctor,Medical,1665,Female,Manager,Married,No,Y,6,0,584,1,2,91,3,4,High,17426,18685,3,25,4,3,80,1,36,3,10,8,4,7
49,40 - 49,No,Travel_Rarely,Research & Development,3,College,Medical,1509,Female,Laboratory Technician,Married,No,Y,3,0,271,1,3,43,2,2,Low,4789,23070,4,25,4,1,80,1,10,3,3,2,1,2
28,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1834,Female,Research Scientist,Married,No,Y,3,0,1217,1,3,67,3,1,Low,3591,12719,1,25,4,3,80,1,3,3,3,2,1,2
27,18-29,No,Travel_Rarely,Sales,23,Below College,Medical,1864,Female,Sales Representative,Married,No,Y,5,0,728,1,2,36,2,2,High,3540,7018,1,21,4,4,80,1,9,3,9,8,5,8
41,40 - 49,No,Travel_Rarely,Sales,8,Bachelor,Marketing,1909,Female,Sales Executive,Married,No,Y,3,0,337,1,3,54,3,2,Medium,4393,26841,5,21,4,3,80,1,14,3,5,4,1,4
35,30 - 39,No,Travel_Rarely,Sales,28,Master,Life Sciences,1554,Female,Sales Representative,Married,No,Y,5,0,1402,1,2,98,2,1,High,2430,26204,0,23,4,1,80,2,6,3,5,3,4,2
34,30 - 39,No,Travel_Rarely,Sales,28,Bachelor,Marketing,2035,Female,Sales Executive,Married,No,Y,2,0,704,1,4,95,2,2,High,6712,8978,1,21,4,4,80,2,8,3,8,7,1,7
56,50 - 59,No,Non-Travel,Research & Development,1,Master,Life Sciences,2026,Male,Healthcare Representative,Divorced,No,Y,2,0,667,1,3,57,3,2,High,6306,26236,1,21,4,1,80,1,13,2,13,12,1,9
36,30 - 39,No,Non-Travel,Research & Development,9,Master,Life Sciences,1949,Male,Laboratory Technician,Married,No,Y,3,0,1351,1,1,66,4,1,Medium,2810,9238,1,22,4,2,80,0,5,3,5,4,0,2
45,40 - 49,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1712,Male,Healthcare Representative,Married,No,Y,3,0,1238,1,3,74,2,3,High,10748,3395,3,23,4,4,80,1,25,2,23,15,14,4
42,40 - 49,No,Non-Travel,Research & Development,10,Master,Technical Degree,1854,Male,Research Scientist,Married,No,Y,1,0,355,1,3,38,3,1,High,2936,6161,3,22,4,2,80,2,10,2,6,3,3,3
26,18-29,No,Non-Travel,Research & Development,7,Bachelor,Medical,1693,Male,Laboratory Technician,Single,No,Y,5,0,786,1,4,76,3,1,Very High,2570,11925,1,20,4,3,80,0,7,3,7,7,5,7
58,50 - 59,No,Non-Travel,Sales,2,Bachelor,Medical,1824,Male,Manager,Divorced,No,Y,0,0,350,1,2,52,3,4,Medium,16291,22577,4,22,4,4,80,1,37,2,16,9,14,14
36,30 - 39,No,Non-Travel,Sales,15,Master,Marketing,2036,Male,Sales Executive,Divorced,No,Y,4,0,301,1,4,88,1,2,Very High,5406,10436,1,24,4,1,80,1,15,2,15,12,11,11
36,30 - 39,No,Travel_Frequently,Human Resources,2,Below College,Human Resources,1890,Male,Human Resources,Single,No,Y,2,0,1213,1,2,94,2,2,Very High,3886,4223,1,21,4,4,80,0,10,2,10,1,0,8
33,30 - 39,No,Travel_Frequently,Research & Development,7,College,Life Sciences,1970,Male,Healthcare Representative,Divorced,No,Y,2,0,1303,1,4,36,3,2,High,5968,18079,1,20,4,3,80,3,9,3,9,7,2,8
